global_id,price,human_price,source,status,date,timestamp
90000023,756828,€ 756.828 k.k.,funda,asking_price,2 januari 2024,2024-01-02T00:00:00+00:00
90000023,736828,€ 736.828 k.k.,funda,asking_price,16 oktober 2024,2024-10-16T00:00:00+00:00
90000023,726828,€ 726.828 k.k.,funda,asking_price,28 september 2024,2024-09-28T00:00:00+00:00
90000024,592962,€ 592.962 k.k.,funda,asking_price,28 november 2024,2024-11-28T00:00:00+00:00
90000025,585418,€ 585.418 k.k.,funda,asking_price,22 juli 2024,2024-07-22T00:00:00+00:00
90000026,697361,€ 697.361 k.k.,funda,asking_price,22 maart 2024,2024-03-22T00:00:00+00:00
90000026,657361,€ 657.361 k.k.,funda,asking_price,10 november 2024,2024-11-10T00:00:00+00:00
90000027,715136,€ 715.136 k.k.,funda,asking_price,9 september 2024,2024-09-09T00:00:00+00:00
90000027,705136,€ 705.136 k.k.,funda,asking_price,12 maart 2024,2024-03-12T00:00:00+00:00
90000027,695136,€ 695.136 k.k.,funda,asking_price,8 februari 2024,2024-02-08T00:00:00+00:00
90000028,684303,€ 684.303 k.k.,funda,asking_price,4 november 2024,2024-11-04T00:00:00+00:00
90000028,664303,€ 664.303 k.k.,funda,asking_price,9 maart 2024,2024-03-09T00:00:00+00:00
90000028,654303,€ 654.303 k.k.,funda,asking_price,4 februari 2024,2024-02-04T00:00:00+00:00
90000029,668371,€ 668.371 k.k.,funda,asking_price,28 mei 2024,2024-05-28T00:00:00+00:00
90000029,658371,€ 658.371 k.k.,funda,asking_price,3 januari 2024,2024-01-03T00:00:00+00:00
90000029,628371,€ 628.371 k.k.,funda,asking_price,14 november 2024,2024-11-14T00:00:00+00:00
90000030,683670,€ 683.670 k.k.,funda,asking_price,3 februari 2024,2024-02-03T00:00:00+00:00
90000030,653670,€ 653.670 k.k.,funda,asking_price,5 december 2024,2024-12-05T00:00:00+00:00
90000030,643670,€ 643.670 k.k.,funda,asking_price,2 september 2024,2024-09-02T00:00:00+00:00
90000031,595965,€ 595.965 k.k.,funda,asking_price,7 juni 2024,2024-06-07T00:00:00+00:00
90000031,585965,€ 585.965 k.k.,funda,asking_price,8 november 2024,2024-11-08T00:00:00+00:00
90000032,737702,€ 737.702 k.k.,funda,asking_price,28 april 2024,2024-04-28T00:00:00+00:00
90000033,621497,€ 621.497 k.k.,funda,asking_price,28 november 2024,2024-11-28T00:00:00+00:00
90000033,611497,€ 611.497 k.k.,funda,asking_price,26 december 2024,2024-12-26T00:00:00+00:00
90000033,581497,€ 581.497 k.k.,funda,asking_price,9 april 2024,2024-04-09T00:00:00+00:00
90000034,698388,€ 698.388 k.k.,funda,asking_price,12 augustus 2024,2024-08-12T00:00:00+00:00
90000035,581203,€ 581.203 k.k.,funda,asking_price,11 juli 2024,2024-07-11T00:00:00+00:00
90000036,707050,€ 707.050 k.k.,funda,asking_price,4 januari 2024,2024-01-04T00:00:00+00:00
90000036,697050,€ 697.050 k.k.,funda,asking_price,6 mei 2024,2024-05-06T00:00:00+00:00
90000036,667050,€ 667.050 k.k.,funda,asking_price,9 oktober 2024,2024-10-09T00:00:00+00:00
90000037,729398,€ 729.398 k.k.,funda,asking_price,7 oktober 2024,2024-10-07T00:00:00+00:00
90000037,699398,€ 699.398 k.k.,funda,asking_price,2 mei 2024,2024-05-02T00:00:00+00:00
90000037,689398,€ 689.398 k.k.,funda,asking_price,14 december 2024,2024-12-14T00:00:00+00:00
90000038,793594,€ 793.594 k.k.,funda,asking_price,3 juli 2024,2024-07-03T00:00:00+00:00
90000038,783594,€ 783.594 k.k.,funda,asking_price,11 november 2024,2024-11-11T00:00:00+00:00
90000038,763594,€ 763.594 k.k.,funda,asking_price,11 oktober 2024,2024-10-11T00:00:00+00:00
90000039,789821,€ 789.821 k.k.,funda,asking_price,10 december 2024,2024-12-10T00:00:00+00:00
90000039,749821,€ 749.821 k.k.,funda,asking_price,5 september 2024,2024-09-05T00:00:00+00:00
90000040,776353,€ 776.353 k.k.,funda,asking_price,27 september 2024,2024-09-27T00:00:00+00:00
90000040,736353,€ 736.353 k.k.,funda,asking_price,10 januari 2024,2024-01-10T00:00:00+00:00
90000041,699475,€ 699.475 k.k.,funda,asking_price,7 november 2024,2024-11-07T00:00:00+00:00
90000041,659475,€ 659.475 k.k.,funda,asking_price,16 september 2024,2024-09-16T00:00:00+00:00
90000042,750921,€ 750.921 k.k.,funda,asking_price,22 april 2024,2024-04-22T00:00:00+00:00
90000042,740921,€ 740.921 k.k.,funda,asking_price,8 mei 2024,2024-05-08T00:00:00+00:00
90000043,775241,€ 775.241 k.k.,funda,asking_price,19 november 2024,2024-11-19T00:00:00+00:00
90000043,735241,€ 735.241 k.k.,funda,asking_price,23 april 2024,2024-04-23T00:00:00+00:00
90000044,596453,€ 596.453 k.k.,funda,asking_price,26 maart 2024,2024-03-26T00:00:00+00:00
90000044,576453,€ 576.453 k.k.,funda,asking_price,17 december 2024,2024-12-17T00:00:00+00:00
90000045,724658,€ 724.658 k.k.,funda,asking_price,20 augustus 2024,2024-08-20T00:00:00+00:00
90000045,694658,€ 694.658 k.k.,funda,asking_price,17 december 2024,2024-12-17T00:00:00+00:00
90000046,799944,€ 799.944 k.k.,funda,asking_price,27 april 2024,2024-04-27T00:00:00+00:00
90000046,769944,€ 769.944 k.k.,funda,asking_price,9 november 2024,2024-11-09T00:00:00+00:00
90000047,762051,€ 762.051 k.k.,funda,asking_price,11 mei 2024,2024-05-11T00:00:00+00:00
90000048,655623,€ 655.623 k.k.,funda,asking_price,14 juli 2024,2024-07-14T00:00:00+00:00
90000048,645623,€ 645.623 k.k.,funda,asking_price,18 juni 2024,2024-06-18T00:00:00+00:00
90000048,635623,€ 635.623 k.k.,funda,asking_price,14 augustus 2024,2024-08-14T00:00:00+00:00
90000049,797327,€ 797.327 k.k.,funda,asking_price,10 juni 2024,2024-06-10T00:00:00+00:00
90000049,767327,€ 767.327 k.k.,funda,asking_price,28 juli 2024,2024-07-28T00:00:00+00:00
90000049,757327,€ 757.327 k.k.,funda,asking_price,18 juli 2024,2024-07-18T00:00:00+00:00
90000050,716936,€ 716.936 k.k.,funda,asking_price,5 augustus 2024,2024-08-05T00:00:00+00:00
90000050,696936,€ 696.936 k.k.,funda,asking_price,18 oktober 2024,2024-10-18T00:00:00+00:00
90000050,676936,€ 676.936 k.k.,funda,asking_price,13 januari 2024,2024-01-13T00:00:00+00:00
90000051,512639,€ 512.639 k.k.,funda,asking_price,7 juni 2024,2024-06-07T00:00:00+00:00
90000051,472639,€ 472.639 k.k.,funda,asking_price,11 augustus 2024,2024-08-11T00:00:00+00:00
90000052,501131,€ 501.131 k.k.,funda,asking_price,18 december 2024,2024-12-18T00:00:00+00:00
90000052,491131,€ 491.131 k.k.,funda,asking_price,12 januari 2024,2024-01-12T00:00:00+00:00
90000053,435553,€ 435.553 k.k.,funda,asking_price,27 april 2024,2024-04-27T00:00:00+00:00
90000054,640494,€ 640.494 k.k.,funda,asking_price,9 december 2024,2024-12-09T00:00:00+00:00
90000054,620494,€ 620.494 k.k.,funda,asking_price,6 juni 2024,2024-06-06T00:00:00+00:00
90000054,600494,€ 600.494 k.k.,funda,asking_price,20 oktober 2024,2024-10-20T00:00:00+00:00
90000055,453337,€ 453.337 k.k.,funda,asking_price,19 mei 2024,2024-05-19T00:00:00+00:00
90000056,606040,€ 606.040 k.k.,funda,asking_price,23 februari 2024,2024-02-23T00:00:00+00:00
90000057,633726,€ 633.726 k.k.,funda,asking_price,18 juni 2024,2024-06-18T00:00:00+00:00
90000058,554451,€ 554.451 k.k.,funda,asking_price,14 februari 2024,2024-02-14T00:00:00+00:00
90000058,514451,€ 514.451 k.k.,funda,asking_price,21 juni 2024,2024-06-21T00:00:00+00:00
90000059,601772,€ 601.772 k.k.,funda,asking_price,14 augustus 2024,2024-08-14T00:00:00+00:00
90000059,561772,€ 561.772 k.k.,funda,asking_price,19 december 2024,2024-12-19T00:00:00+00:00
90000060,498119,€ 498.119 k.k.,funda,asking_price,19 augustus 2024,2024-08-19T00:00:00+00:00
90000061,582808,€ 582.808 k.k.,funda,asking_price,9 juni 2024,2024-06-09T00:00:00+00:00
90000061,552808,€ 552.808 k.k.,funda,asking_price,23 oktober 2024,2024-10-23T00:00:00+00:00
90000062,487442,€ 487.442 k.k.,funda,asking_price,16 december 2024,2024-12-16T00:00:00+00:00
90000062,467442,€ 467.442 k.k.,funda,asking_price,23 november 2024,2024-11-23T00:00:00+00:00
90000062,447442,€ 447.442 k.k.,funda,asking_price,15 augustus 2024,2024-08-15T00:00:00+00:00
90000063,545270,€ 545.270 k.k.,funda,asking_price,17 september 2024,2024-09-17T00:00:00+00:00
90000063,535270,€ 535.270 k.k.,funda,asking_price,14 juni 2024,2024-06-14T00:00:00+00:00
90000063,505270,€ 505.270 k.k.,funda,asking_price,18 december 2024,2024-12-18T00:00:00+00:00
90000064,515434,€ 515.434 k.k.,funda,asking_price,24 februari 2024,2024-02-24T00:00:00+00:00
90000064,505434,€ 505.434 k.k.,funda,asking_price,25 september 2024,2024-09-25T00:00:00+00:00
90000064,485434,€ 485.434 k.k.,funda,asking_price,6 december 2024,2024-12-06T00:00:00+00:00
90000065,654283,€ 654.283 k.k.,funda,asking_price,10 april 2024,2024-04-10T00:00:00+00:00
90000065,634283,€ 634.283 k.k.,funda,asking_price,12 april 2024,2024-04-12T00:00:00+00:00
90000065,624283,€ 624.283 k.k.,funda,asking_price,10 maart 2024,2024-03-10T00:00:00+00:00
90000066,459293,€ 459.293 k.k.,funda,asking_price,28 november 2024,2024-11-28T00:00:00+00:00
90000066,439293,€ 439.293 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000067,514314,€ 514.314 k.k.,funda,asking_price,28 mei 2024,2024-05-28T00:00:00+00:00
90000068,596262,€ 596.262 k.k.,funda,asking_price,26 maart 2024,2024-03-26T00:00:00+00:00
90000068,586262,€ 586.262 k.k.,funda,asking_price,10 oktober 2024,2024-10-10T00:00:00+00:00
90000068,576262,€ 576.262 k.k.,funda,asking_price,8 februari 2024,2024-02-08T00:00:00+00:00
90000069,632287,€ 632.287 k.k.,funda,asking_price,13 september 2024,2024-09-13T00:00:00+00:00
90000070,557415,€ 557.415 k.k.,funda,asking_price,7 november 2024,2024-11-07T00:00:00+00:00
90000070,547415,€ 547.415 k.k.,funda,asking_price,22 mei 2024,2024-05-22T00:00:00+00:00
90000070,537415,€ 537.415 k.k.,funda,asking_price,6 februari 2024,2024-02-06T00:00:00+00:00
90000071,583096,€ 583.096 k.k.,funda,asking_price,8 januari 2024,2024-01-08T00:00:00+00:00
90000071,573096,€ 573.096 k.k.,funda,asking_price,23 mei 2024,2024-05-23T00:00:00+00:00
90000071,543096,€ 543.096 k.k.,funda,asking_price,23 mei 2024,2024-05-23T00:00:00+00:00
90000072,579609,€ 579.609 k.k.,funda,asking_price,4 juli 2024,2024-07-04T00:00:00+00:00
90000073,443719,€ 443.719 k.k.,funda,asking_price,20 mei 2024,2024-05-20T00:00:00+00:00
90000074,570515,€ 570.515 k.k.,funda,asking_price,2 oktober 2024,2024-10-02T00:00:00+00:00
90000074,540515,€ 540.515 k.k.,funda,asking_price,24 juli 2024,2024-07-24T00:00:00+00:00
90000074,530515,€ 530.515 k.k.,funda,asking_price,20 juni 2024,2024-06-20T00:00:00+00:00
90000075,608910,€ 608.910 k.k.,funda,asking_price,16 maart 2024,2024-03-16T00:00:00+00:00
90000075,588910,€ 588.910 k.k.,funda,asking_price,21 september 2024,2024-09-21T00:00:00+00:00
90000075,578910,€ 578.910 k.k.,funda,asking_price,9 augustus 2024,2024-08-09T00:00:00+00:00
90000076,488918,€ 488.918 k.k.,funda,asking_price,11 juni 2024,2024-06-11T00:00:00+00:00
90000076,448918,€ 448.918 k.k.,funda,asking_price,4 november 2024,2024-11-04T00:00:00+00:00
90000077,529976,€ 529.976 k.k.,funda,asking_price,3 augustus 2024,2024-08-03T00:00:00+00:00
90000078,599898,€ 599.898 k.k.,funda,asking_price,17 april 2024,2024-04-17T00:00:00+00:00
90000078,569898,€ 569.898 k.k.,funda,asking_price,20 juni 2024,2024-06-20T00:00:00+00:00
90000078,559898,€ 559.898 k.k.,funda,asking_price,21 augustus 2024,2024-08-21T00:00:00+00:00
90000079,499344,€ 499.344 k.k.,funda,asking_price,1 februari 2024,2024-02-01T00:00:00+00:00
90000079,459344,€ 459.344 k.k.,funda,asking_price,20 november 2024,2024-11-20T00:00:00+00:00
90000080,569769,€ 569.769 k.k.,funda,asking_price,27 april 2024,2024-04-27T00:00:00+00:00
90000081,585646,€ 585.646 k.k.,funda,asking_price,27 juli 2024,2024-07-27T00:00:00+00:00
90000081,555646,€ 555.646 k.k.,funda,asking_price,16 augustus 2024,2024-08-16T00:00:00+00:00
90000082,558232,€ 558.232 k.k.,funda,asking_price,9 februari 2024,2024-02-09T00:00:00+00:00
90000083,539144,€ 539.144 k.k.,funda,asking_price,15 maart 2024,2024-03-15T00:00:00+00:00
90000083,499144,€ 499.144 k.k.,funda,asking_price,16 september 2024,2024-09-16T00:00:00+00:00
90000084,549352,€ 549.352 k.k.,funda,asking_price,28 april 2024,2024-04-28T00:00:00+00:00
90000084,529352,€ 529.352 k.k.,funda,asking_price,2 juli 2024,2024-07-02T00:00:00+00:00
90000084,509352,€ 509.352 k.k.,funda,asking_price,24 juni 2024,2024-06-24T00:00:00+00:00
90000085,598982,€ 598.982 k.k.,funda,asking_price,2 augustus 2024,2024-08-02T00:00:00+00:00
90000086,646522,€ 646.522 k.k.,funda,asking_price,15 september 2024,2024-09-15T00:00:00+00:00
90000087,495464,€ 495.464 k.k.,funda,asking_price,20 juni 2024,2024-06-20T00:00:00+00:00
90000087,465464,€ 465.464 k.k.,funda,asking_price,13 december 2024,2024-12-13T00:00:00+00:00
90000088,564617,€ 564.617 k.k.,funda,asking_price,3 oktober 2024,2024-10-03T00:00:00+00:00
90000088,534617,€ 534.617 k.k.,funda,asking_price,21 april 2024,2024-04-21T00:00:00+00:00
90000088,524617,€ 524.617 k.k.,funda,asking_price,10 november 2024,2024-11-10T00:00:00+00:00
90000089,664326,€ 664.326 k.k.,funda,asking_price,23 maart 2024,2024-03-23T00:00:00+00:00
90000089,634326,€ 634.326 k.k.,funda,asking_price,1 mei 2024,2024-05-01T00:00:00+00:00
90000089,624326,€ 624.326 k.k.,funda,asking_price,11 januari 2024,2024-01-11T00:00:00+00:00
90000090,584242,€ 584.242 k.k.,funda,asking_price,28 oktober 2024,2024-10-28T00:00:00+00:00
90000090,574242,€ 574.242 k.k.,funda,asking_price,20 juli 2024,2024-07-20T00:00:00+00:00
90000090,564242,€ 564.242 k.k.,funda,asking_price,8 november 2024,2024-11-08T00:00:00+00:00
90000091,622222,€ 622.222 k.k.,funda,asking_price,1 november 2024,2024-11-01T00:00:00+00:00
90000091,592222,€ 592.222 k.k.,funda,asking_price,10 augustus 2024,2024-08-10T00:00:00+00:00
90000092,632493,€ 632.493 k.k.,funda,asking_price,7 mei 2024,2024-05-07T00:00:00+00:00
90000092,622493,€ 622.493 k.k.,funda,asking_price,28 juli 2024,2024-07-28T00:00:00+00:00
90000092,592493,€ 592.493 k.k.,funda,asking_price,4 augustus 2024,2024-08-04T00:00:00+00:00
90000093,542392,€ 542.392 k.k.,funda,asking_price,19 januari 2024,2024-01-19T00:00:00+00:00
90000093,532392,€ 532.392 k.k.,funda,asking_price,25 november 2024,2024-11-25T00:00:00+00:00
90000093,502392,€ 502.392 k.k.,funda,asking_price,2 december 2024,2024-12-02T00:00:00+00:00
90000094,584138,€ 584.138 k.k.,funda,asking_price,7 november 2024,2024-11-07T00:00:00+00:00
90000095,633482,€ 633.482 k.k.,funda,asking_price,2 augustus 2024,2024-08-02T00:00:00+00:00
90000095,613482,€ 613.482 k.k.,funda,asking_price,12 oktober 2024,2024-10-12T00:00:00+00:00
90000095,603482,€ 603.482 k.k.,funda,asking_price,5 december 2024,2024-12-05T00:00:00+00:00
90000096,471042,€ 471.042 k.k.,funda,asking_price,12 september 2024,2024-09-12T00:00:00+00:00
90000097,522363,€ 522.363 k.k.,funda,asking_price,15 februari 2024,2024-02-15T00:00:00+00:00
90000097,492363,€ 492.363 k.k.,funda,asking_price,5 februari 2024,2024-02-05T00:00:00+00:00
90000098,656706,€ 656.706 k.k.,funda,asking_price,1 juli 2024,2024-07-01T00:00:00+00:00
90000098,646706,€ 646.706 k.k.,funda,asking_price,18 mei 2024,2024-05-18T00:00:00+00:00
90000099,608238,€ 608.238 k.k.,funda,asking_price,8 november 2024,2024-11-08T00:00:00+00:00
90000099,588238,€ 588.238 k.k.,funda,asking_price,1 augustus 2024,2024-08-01T00:00:00+00:00
90000099,578238,€ 578.238 k.k.,funda,asking_price,18 oktober 2024,2024-10-18T00:00:00+00:00
90000100,631567,€ 631.567 k.k.,funda,asking_price,5 februari 2024,2024-02-05T00:00:00+00:00
90000100,621567,€ 621.567 k.k.,funda,asking_price,2 januari 2024,2024-01-02T00:00:00+00:00
90000100,591567,€ 591.567 k.k.,funda,asking_price,16 mei 2024,2024-05-16T00:00:00+00:00
90000101,487258,€ 487.258 k.k.,funda,asking_price,21 juli 2024,2024-07-21T00:00:00+00:00
90000101,467258,€ 467.258 k.k.,funda,asking_price,27 februari 2024,2024-02-27T00:00:00+00:00
90000101,447258,€ 447.258 k.k.,funda,asking_price,20 augustus 2024,2024-08-20T00:00:00+00:00
90000102,487132,€ 487.132 k.k.,funda,asking_price,28 april 2024,2024-04-28T00:00:00+00:00
90000102,447132,€ 447.132 k.k.,funda,asking_price,4 juni 2024,2024-06-04T00:00:00+00:00
90000103,385872,€ 385.872 k.k.,funda,asking_price,28 februari 2024,2024-02-28T00:00:00+00:00
90000103,365872,€ 365.872 k.k.,funda,asking_price,3 augustus 2024,2024-08-03T00:00:00+00:00
90000104,363258,€ 363.258 k.k.,funda,asking_price,26 maart 2024,2024-03-26T00:00:00+00:00
90000105,426610,€ 426.610 k.k.,funda,asking_price,1 oktober 2024,2024-10-01T00:00:00+00:00
90000105,406610,€ 406.610 k.k.,funda,asking_price,28 mei 2024,2024-05-28T00:00:00+00:00
90000106,378816,€ 378.816 k.k.,funda,asking_price,1 maart 2024,2024-03-01T00:00:00+00:00
90000107,364136,€ 364.136 k.k.,funda,asking_price,24 maart 2024,2024-03-24T00:00:00+00:00
90000107,354136,€ 354.136 k.k.,funda,asking_price,17 juli 2024,2024-07-17T00:00:00+00:00
90000108,484542,€ 484.542 k.k.,funda,asking_price,17 augustus 2024,2024-08-17T00:00:00+00:00
90000109,496695,€ 496.695 k.k.,funda,asking_price,16 januari 2024,2024-01-16T00:00:00+00:00
90000109,486695,€ 486.695 k.k.,funda,asking_price,14 juli 2024,2024-07-14T00:00:00+00:00
90000110,434439,€ 434.439 k.k.,funda,asking_price,5 februari 2024,2024-02-05T00:00:00+00:00
90000111,475245,€ 475.245 k.k.,funda,asking_price,20 september 2024,2024-09-20T00:00:00+00:00
90000111,465245,€ 465.245 k.k.,funda,asking_price,4 juli 2024,2024-07-04T00:00:00+00:00
90000111,435245,€ 435.245 k.k.,funda,asking_price,4 december 2024,2024-12-04T00:00:00+00:00
90000112,484524,€ 484.524 k.k.,funda,asking_price,11 juli 2024,2024-07-11T00:00:00+00:00
90000112,464524,€ 464.524 k.k.,funda,asking_price,9 november 2024,2024-11-09T00:00:00+00:00
90000112,454524,€ 454.524 k.k.,funda,asking_price,5 juni 2024,2024-06-05T00:00:00+00:00
90000113,405313,€ 405.313 k.k.,funda,asking_price,2 september 2024,2024-09-02T00:00:00+00:00
90000113,395313,€ 395.313 k.k.,funda,asking_price,18 oktober 2024,2024-10-18T00:00:00+00:00
90000113,375313,€ 375.313 k.k.,funda,asking_price,11 september 2024,2024-09-11T00:00:00+00:00
90000114,569021,€ 569.021 k.k.,funda,asking_price,4 juni 2024,2024-06-04T00:00:00+00:00
90000114,539021,€ 539.021 k.k.,funda,asking_price,17 oktober 2024,2024-10-17T00:00:00+00:00
90000115,451780,€ 451.780 k.k.,funda,asking_price,19 mei 2024,2024-05-19T00:00:00+00:00
90000115,441780,€ 441.780 k.k.,funda,asking_price,26 april 2024,2024-04-26T00:00:00+00:00
90000116,540844,€ 540.844 k.k.,funda,asking_price,6 januari 2024,2024-01-06T00:00:00+00:00
90000116,520844,€ 520.844 k.k.,funda,asking_price,23 mei 2024,2024-05-23T00:00:00+00:00
90000116,510844,€ 510.844 k.k.,funda,asking_price,11 mei 2024,2024-05-11T00:00:00+00:00
90000117,388241,€ 388.241 k.k.,funda,asking_price,14 juli 2024,2024-07-14T00:00:00+00:00
90000117,378241,€ 378.241 k.k.,funda,asking_price,11 augustus 2024,2024-08-11T00:00:00+00:00
90000117,368241,€ 368.241 k.k.,funda,asking_price,12 maart 2024,2024-03-12T00:00:00+00:00
90000118,506296,€ 506.296 k.k.,funda,asking_price,6 maart 2024,2024-03-06T00:00:00+00:00
90000119,501152,€ 501.152 k.k.,funda,asking_price,25 april 2024,2024-04-25T00:00:00+00:00
90000119,491152,€ 491.152 k.k.,funda,asking_price,4 september 2024,2024-09-04T00:00:00+00:00
90000119,461152,€ 461.152 k.k.,funda,asking_price,14 juni 2024,2024-06-14T00:00:00+00:00
90000120,524884,€ 524.884 k.k.,funda,asking_price,13 april 2024,2024-04-13T00:00:00+00:00
90000121,580320,€ 580.320 k.k.,funda,asking_price,1 februari 2024,2024-02-01T00:00:00+00:00
90000121,550320,€ 550.320 k.k.,funda,asking_price,24 augustus 2024,2024-08-24T00:00:00+00:00
90000122,511140,€ 511.140 k.k.,funda,asking_price,28 juli 2024,2024-07-28T00:00:00+00:00
90000122,491140,€ 491.140 k.k.,funda,asking_price,2 december 2024,2024-12-02T00:00:00+00:00
90000122,481140,€ 481.140 k.k.,funda,asking_price,1 juli 2024,2024-07-01T00:00:00+00:00
90000123,502534,€ 502.534 k.k.,funda,asking_price,4 mei 2024,2024-05-04T00:00:00+00:00
90000123,462534,€ 462.534 k.k.,funda,asking_price,1 juli 2024,2024-07-01T00:00:00+00:00
90000124,454857,€ 454.857 k.k.,funda,asking_price,14 april 2024,2024-04-14T00:00:00+00:00
90000124,444857,€ 444.857 k.k.,funda,asking_price,13 oktober 2024,2024-10-13T00:00:00+00:00
90000125,437311,€ 437.311 k.k.,funda,asking_price,21 september 2024,2024-09-21T00:00:00+00:00
90000126,462038,€ 462.038 k.k.,funda,asking_price,9 maart 2024,2024-03-09T00:00:00+00:00
90000126,452038,€ 452.038 k.k.,funda,asking_price,6 april 2024,2024-04-06T00:00:00+00:00
90000126,442038,€ 442.038 k.k.,funda,asking_price,5 oktober 2024,2024-10-05T00:00:00+00:00
90000127,587773,€ 587.773 k.k.,funda,asking_price,11 november 2024,2024-11-11T00:00:00+00:00
90000127,577773,€ 577.773 k.k.,funda,asking_price,15 maart 2024,2024-03-15T00:00:00+00:00
90000127,547773,€ 547.773 k.k.,funda,asking_price,16 februari 2024,2024-02-16T00:00:00+00:00
